Name ru,Name en,Transliterations,Countries,DOB,Gender,Description,Tags
Швыткин Юрий Николаевич,Shvytkin Yury Nikolaevich,Shvytkin Yuri Nikolaevich,"CA
US
UK
EU
MC
CH
AU
JP",1965-05-24,M,Member of the State Duma of the Russian Federation (lower house of the federal parliament). This state body is responsible for political and legal support of the aggressive war against Ukraine.,Members of Parliament and Senate
Сибирева Наталья Ильинична,Sibireva Natalia Ilinichna,,,1978-04-30,F,"Director for Development of Digital Projects of the Northwestern Federal District, former Deputy Prime Minister of the Government of the Kaliningrad region and head of the regional Federal Property Management Agency, participant in scams with the privatization of state lands",Individuals involved in corruption
Сичкарев Валентин Викторович,Sichkarev Valentin Viktorovich,,,1970-09-18,M,"Member of the Legislative Assembly of the Novosibirsk Oblast, sentenced on probation for fraud, one of the leaders of the Anti-Corruption Commission",Individuals involved in corruption
Сидельников Альберт Анатольевич,Sidelnikov Albert Anatolievich,,,1974-01-09,M,Official of the Ministry of Defense of the Russian Federation. Head of the Department of State Supervision of Nuclear and Radiation Safety of the Ministry of Defense of the Russian Federation - Chief Inspector of the Ministry of Defense of the Russian Federation (for nuclear and radiation safety). Holds a senior position in the federal state body responsible for the military actions of the Russian armed forces against Ukraine.,War Arrangers
Сидельников Юрий Александрович,Sidelnikov Yuri Alexandrovich,,,,M,"Deputy General Director and Head of United Commercial Directorate of PJSC ""Novorossiysk Commercial Sea Port (“NCSP”)"" Group",Top Management of State Owned Companies
Сидин Ввгений Геннадьевич,Sidin Vugeny Gennadievich,,,,M,Director for innovative development of OJSC Prioksky Non-Ferrous Metals Plant,Top Management of State Owned Companies
Сидорчик Андрей Николаевич,Sidorchik Andrey (Andrei) Nikolaevich,,,1976-08-15,M,"Russian propagandist: political scientist, journalist; frequently invited guest on Norkin and Trushkin's talk show ""Mesto Vstrechi"" (""Meeting Place"") on NTV and Skabeeva's show ""60 Minut"" (""60 Minutes"") on Russia 1 TV channel, editor of the ""Society"" section of the Internet portal AiF.ru",Propagandists
Сидоренко Валерий Валерьевич,Sidorenko Valery Valeryevich,Sidorenko Valeriy Valeryevich,UK,1972-06-22,M,"Member of the Board of Directors of JSC RUSNANO
Member of the Supervisory Board of PJSC VTB Bank",Top Management of State Owned Companies
Сидоркевич Игорь Михайлович,Sidorkevich Igor Mikhailovich,,,1963-08-09,M,"Deputy Minister of Sports of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Senior Federal Officials
Сидоркин Николай Николаевич,Sidorkin Nikolai Nikolaevich,,,1989-12-22,M,"Founder of the Trend Media company, which was engaged in PR support for the Moscow City Hall, propaganda and organizing ""bot farms""",Individuals involved in corruption
Сидоров Дмитрий Сергеевич,Sidorov Dmitry Sergeevich,,"CA
UK
EU
CH
AU
JP",1989-09-02,M,"Minister of Culture, Sports and Youth of the self-proclaimed Luhansk People's Republic. Assisted Russian aggression against Ukraine and the occupation of part of Ukrainian territory.",War Arrangers
Сидоров П. А.,Sidorov P. A.,,,,M,Officer of the Ministry of Internal Affairs of Russia. Responsible for the criminal prosecution of citizens of the Russian Federation who oppose the current political regime in Russia,Organizers of political repressions
Сидоров В. Л.,Sidorov V. L.,,,,M,Prosecutor of the Prosecutor's Office of the Voronezh Oblast. Involved in the case against the Ukrainian pilot Nadiya Savchenko,Organizers of political repressions
Сидоров Владимир Николаевич,Sidorov Vladimir Nikolaevich,,,1962-06-14,M,"Reclassified from the category: Vice-Governors
Former Chairman of the Government of the Republic of Mordovia. Managed a regional state body of the Russian Federation that supported or implemented actions or policies that undermined or threatened the territorial integrity, sovereignty and independence of Ukraine.",Low priority
Сидорова Наталия Александровна,Sidorova Natalia Alexandrovna,,,1984-05-02,F,"Deputy Governor of Nenets Autonomous Okrug. Manages a regional state body of the Russian Federation that supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Key Local Government Officials
Сидякин Александр Геннадьевич,Sidyakin Alexander Gennadievich,,UK,1977-11-17,M,"
Member of the General Council, Head of the Central Executive Committee and Deputy Head of the General Council of the United Russia party. United Russia forms and implements Vladimir Putin's policy of aggression against territorial integrity, sovereignty and independence of Ukraine.""","Top bribetakers and warmongers

“United Russia” party Functionaries"
Сиэрра Елена Одулиовна,Sierra Elena Odulyovna,Sierra Elena Oduliovna,"CA
US
UK",1960-12-26,F,Managing Director for Construction Control at Rostec State Corporation,Top Management of State Owned Companies
Сильченко Олег Федорович,Silchenko Oleg Fedorovich,SILCHENKO Oleg F.,,,M,"Senior Investigator for Particularly Important Cases of the Investigative Committee under the Ministry of Internal Affairs of Russia. Involved in the ""Magnitsky case""",Organizers of political repressions
Силин Яков Петрович,Silin Yakov Petrovich,,,1961-05-17,M,Rector of the Ural State Economic University. Publicly supported Russia's aggression against Ukraine.,Warmongers
Силкин Андрей Николаевич,Silkin Andrey Nikolaevich,,,1974-07-20,M,"Member of the Supreme Council of the United Russia party. United Russia forms and implements Vladimir Putin's policy of aggression against territorial integrity, sovereignty and independence of Ukraine.",“United Russia” party Functionaries
Силуанов Антон Германович,Siluanov Anton Germanovich,,"CA
US
AU",1963-04-12,M,"Member of the Supervisory Board of PJSC ALROSA, 
Member of the Supervisory Board of the Russian Technologies Company (State Corporation ""ROSTECH"")
Member of the Supervisory Board of PJSC Sberbank


Financed Russia's aggressive war against Ukraine or managed finances in the interests of the Putin's regime or in order to maintain its stability by virtue of their position.
Minister of Finance of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.
As a member of the Security Council, which provides advice on and coordinates national security affairs, he was involved in shaping the policy of the Russian government, which threatens the territorial integrity, sovereignty and independence of Ukraine.
Minister of Finance of the Russian Federation.","Top Management of State Owned Companies

Top bribetakers and warmongers

Senior Federal Officials

War Arrangers

Individuals involved in corruption"
